province,organism,antibiotic,specimen,sector,year,n_tested,percent_resistant
Limpopo,E. coli,Ciprofloxacin,Urine,Public,2024,388,27.4
Limpopo,E. coli,Ciprofloxacin,Wound,Public,2022,195,28.0
Limpopo,E. coli,Ciprofloxacin,Wound,Public,2023,352,28.6
Limpopo,E. coli,Ciprofloxacin,Wound,Public,2024,387,28.9
Limpopo,E. coli,Meropenem,Blood,Public,2022,341,12.7
Limpopo,E. coli,Meropenem,Blood,Public,2023,379,13.0
Limpopo,E. coli,Meropenem,Blood,Public,2024,120,15.2
Limpopo,E. coli,Meropenem,Respiratory,Public,2022,425,13.3
Limpopo,E. coli,Meropenem,Respiratory,Public,2023,302,15.2
Limpopo,E. coli,Meropenem,Respiratory,Public,2024,136,16.7
Limpopo,E. coli,Meropenem,Urine,Public,2022,109,12.6
Limpopo,E. coli,Meropenem,Urine,Public,2023,233,14.4
Limpopo,E. coli,Meropenem,Urine,Public,2024,247,15.9
Limpopo,E. coli,Meropenem,Wound,Public,2022,161,15.0
Limpopo,E. coli,Meropenem,Wound,Public,2023,265,15.5
Limpopo,E. coli,Piperacillin-tazobactam,Blood,Public,2022,186,21.0
Limpopo,E. coli,Piperacillin-tazobactam,Blood,Public,2023,85,21.6
Limpopo,E. coli,Piperacillin-tazobactam,Blood,Public,2024,256,23.1
Limpopo,E. coli,Piperacillin-tazobactam,Respiratory,Public,2022,217,23.7
Limpopo,E. coli,Piperacillin-tazobactam,Respiratory,Public,2023,106,24.7
Limpopo,E. coli,Piperacillin-tazobactam,Urine,Public,2022,274,23.8
Limpopo,E. coli,Piperacillin-tazobactam,Urine,Public,2023,141,22.9
Limpopo,E. coli,Piperacillin-tazobactam,Urine,Public,2024,355,25.6
Limpopo,E. coli,Piperacillin-tazobactam,Wound,Public,2022,157,23.8
Limpopo,E. coli,Piperacillin-tazobactam,Wound,Public,2023,315,25.0
Limpopo,E. coli,Piperacillin-tazobactam,Wound,Public,2024,299,26.7
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2022,414,33.2
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2023,307,33.0
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2024,186,33.8
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2022,122,34.0
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2023,338,35.9
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2024,262,36.3
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2023,212,33.9
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2024,420,36.5
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2022,420,33.3
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2023,305,35.2
Limpopo,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2024,429,35.7
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2022,382,29.8
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2023,302,28.3
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2024,395,30.0
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2022,353,29.9
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2023,116,33.0
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2024,285,31.8
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2022,356,30.5
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2023,429,30.9
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2024,305,30.3
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2023,254,31.9
Limpopo,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2024,408,31.1
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2024,261,35.1
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2022,116,35.2
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2023,358,38.1
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2024,431,37.1
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2022,438,36.2
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2023,363,36.7
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2024,320,36.2
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2022,422,35.3
Limpopo,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2023,303,36.4
Limpopo,Klebsiella pneumoniae,Meropenem,Blood,Public,2022,134,21.6
Limpopo,Klebsiella pneumoniae,Meropenem,Blood,Public,2023,207,21.1
Limpopo,Klebsiella pneumoniae,Meropenem,Blood,Public,2024,100,24.1
Limpopo,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2022,360,23.0
Limpopo,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2023,85,22.9
Limpopo,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2024,331,25.2
Limpopo,Klebsiella pneumoniae,Meropenem,Urine,Public,2022,286,21.2
Limpopo,Klebsiella pneumoniae,Meropenem,Urine,Public,2023,442,23.2
Limpopo,Klebsiella pneumoniae,Meropenem,Urine,Public,2024,163,23.6
Limpopo,Klebsiella pneumoniae,Meropenem,Wound,Public,2022,198,23.2
Limpopo,Klebsiella pneumoniae,Meropenem,Wound,Public,2023,416,24.5
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2022,137,29.1
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2023,164,30.4
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2024,373,31.4
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2022,332,31.6
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2023,241,32.2
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2024,429,34.2
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2022,436,31.9
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2023,421,32.4
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2024,166,31.6
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2022,399,31.4
Limpopo,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2024,148,32.6
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2022,265,30.2
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2023,154,32.2
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2024,304,34.1
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2022,414,33.1
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2023,401,32.9
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2024,217,33.5
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2022,187,31.2
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2023,256,31.2
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2024,445,32.9
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2022,228,31.5
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2023,430,32.6
Limpopo,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2024,193,34.4
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2022,430,26.8
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2023,79,28.7
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2024,149,29.9
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2022,368,28.1
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2023,231,28.5
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2024,388,30.0
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2023,78,30.0
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2024,263,31.2
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2022,155,29.1
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2023,208,30.5
Limpopo,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2024,64,31.3
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2022,179,30.9
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2023,271,31.3
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2022,390,33.2
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2023,105,33.4
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2024,178,36.1
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2022,130,31.5
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2023,341,32.2
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2024,140,36.1
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2022,303,32.9
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2023,162,34.1
Limpopo,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2024,207,36.0
Limpopo,Pseudomonas aeruginosa,Meropenem,Blood,Public,2022,411,17.7
Limpopo,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2022,301,20.8
Limpopo,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2023,400,22.5
Limpopo,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2024,450,23.7
Limpopo,Pseudomonas aeruginosa,Meropenem,Urine,Public,2022,211,18.5
Limpopo,Pseudomonas aeruginosa,Meropenem,Urine,Public,2023,173,20.3
Limpopo,Pseudomonas aeruginosa,Meropenem,Urine,Public,2024,128,20.8
Limpopo,Pseudomonas aeruginosa,Meropenem,Wound,Public,2022,292,20.1
Limpopo,Pseudomonas aeruginosa,Meropenem,Wound,Public,2023,370,21.9
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2022,312,27.8
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2023,128,29.9
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2024,299,30.7
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2022,372,28.8
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2023,267,31.8
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2024,323,32.7
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2022,117,28.0
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2023,434,29.2
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2024,191,30.6
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2022,67,29.8
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2023,211,30.9
Limpopo,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2024,447,31.4
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2022,174,21.4
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2023,447,22.7
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2024,212,21.3
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2022,76,23.5
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2023,274,24.6
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2024,68,25.0
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2022,428,21.6
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2024,177,23.3
Limpopo,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2022,237,21.4
Limpopo,Staphylococcus aureus,Ceftriaxone,Blood,Public,2023,322,17.5
Limpopo,Staphylococcus aureus,Ceftriaxone,Blood,Public,2024,348,18.4
Limpopo,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2022,92,18.2
Limpopo,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2024,95,22.0
Limpopo,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,296,16.4
Limpopo,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,217,19.2
Limpopo,Staphylococcus aureus,Ceftriaxone,Urine,Public,2024,262,20.4
Limpopo,Staphylococcus aureus,Ceftriaxone,Wound,Public,2022,61,17.4
Limpopo,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,356,19.9
Limpopo,Staphylococcus aureus,Ceftriaxone,Wound,Public,2024,276,18.9
Limpopo,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,446,20.9
Limpopo,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,101,23.0
Limpopo,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2024,330,23.8
Limpopo,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,408,23.5
Limpopo,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2023,358,23.8
Limpopo,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2024,321,25.7
Limpopo,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2022,99,23.3
Limpopo,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,117,24.9
Limpopo,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,340,23.4
Limpopo,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,163,24.4
Limpopo,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,136,24.4
Limpopo,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2024,326,24.2
Limpopo,Staphylococcus aureus,Meropenem,Blood,Public,2022,94,7.9
Limpopo,Staphylococcus aureus,Meropenem,Blood,Public,2023,77,8.5
Limpopo,Staphylococcus aureus,Meropenem,Blood,Public,2024,404,10.5
Limpopo,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,434,9.9
Limpopo,Staphylococcus aureus,Meropenem,Respiratory,Public,2023,355,11.9
Limpopo,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,404,13.0
Limpopo,Staphylococcus aureus,Meropenem,Urine,Public,2022,84,10.3
Limpopo,Staphylococcus aureus,Meropenem,Urine,Public,2023,82,9.9
Limpopo,Staphylococcus aureus,Meropenem,Urine,Public,2024,179,11.4
Limpopo,Staphylococcus aureus,Meropenem,Wound,Public,2022,446,10.3
Limpopo,Staphylococcus aureus,Meropenem,Wound,Public,2023,88,12.3
Limpopo,Staphylococcus aureus,Meropenem,Wound,Public,2024,208,11.1
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,301,19.1
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2023,269,17.3
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,129,18.7
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,238,18.6
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2023,335,19.5
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2024,125,21.4
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,433,19.5
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2023,275,20.1
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,255,20.3
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,253,19.0
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,409,19.8
Limpopo,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,336,22.6
Mpumalanga,E. coli,Amoxicillin-clavulanate,Blood,Public,2022,420,26.5
Mpumalanga,E. coli,Amoxicillin-clavulanate,Blood,Public,2023,182,26.0
Mpumalanga,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2022,249,29.2
Mpumalanga,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2023,83,28.3
Mpumalanga,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2024,173,30.1
Mpumalanga,E. coli,Amoxicillin-clavulanate,Urine,Public,2022,333,26.6
Mpumalanga,E. coli,Amoxicillin-clavulanate,Urine,Public,2023,217,28.4
Mpumalanga,E. coli,Amoxicillin-clavulanate,Urine,Public,2024,322,28.2
Mpumalanga,E. coli,Amoxicillin-clavulanate,Wound,Public,2022,298,28.6
Mpumalanga,E. coli,Amoxicillin-clavulanate,Wound,Public,2023,429,27.2
Mpumalanga,E. coli,Amoxicillin-clavulanate,Wound,Public,2024,223,29.3
Mpumalanga,E. coli,Ceftriaxone,Blood,Public,2022,446,21.5
Mpumalanga,E. coli,Ceftriaxone,Blood,Public,2023,183,23.0
Mpumalanga,E. coli,Ceftriaxone,Blood,Public,2024,213,25.0
Mpumalanga,E. coli,Ceftriaxone,Respiratory,Public,2022,290,22.6
Mpumalanga,E. coli,Ceftriaxone,Respiratory,Public,2023,107,26.0
Mpumalanga,E. coli,Ceftriaxone,Respiratory,Public,2024,157,26.0
Mpumalanga,E. coli,Ceftriaxone,Urine,Public,2023,89,24.8
Mpumalanga,E. coli,Ceftriaxone,Urine,Public,2024,273,25.1
Mpumalanga,E. coli,Ceftriaxone,Wound,Public,2022,128,23.6
Mpumalanga,E. coli,Ceftriaxone,Wound,Public,2023,190,24.1
Mpumalanga,E. coli,Ceftriaxone,Wound,Public,2024,391,24.5
Mpumalanga,E. coli,Ciprofloxacin,Blood,Public,2022,133,26.1
Mpumalanga,E. coli,Ciprofloxacin,Blood,Public,2023,326,29.4
Mpumalanga,E. coli,Ciprofloxacin,Blood,Public,2024,213,28.1
Mpumalanga,E. coli,Ciprofloxacin,Respiratory,Public,2022,328,28.6
Mpumalanga,E. coli,Ciprofloxacin,Respiratory,Public,2023,273,29.4
Mpumalanga,E. coli,Ciprofloxacin,Respiratory,Public,2024,213,30.6
Mpumalanga,E. coli,Ciprofloxacin,Urine,Public,2022,345,27.2
Mpumalanga,E. coli,Ciprofloxacin,Urine,Public,2023,436,30.3
Mpumalanga,E. coli,Ciprofloxacin,Urine,Public,2024,380,31.1
Mpumalanga,E. coli,Ciprofloxacin,Wound,Public,2022,344,28.9
Mpumalanga,E. coli,Ciprofloxacin,Wound,Public,2023,236,29.4
Mpumalanga,E. coli,Ciprofloxacin,Wound,Public,2024,403,31.7
Mpumalanga,E. coli,Meropenem,Blood,Public,2023,359,14.2
Mpumalanga,E. coli,Meropenem,Blood,Public,2024,273,16.1
Mpumalanga,E. coli,Meropenem,Respiratory,Public,2023,295,17.6
Mpumalanga,E. coli,Meropenem,Respiratory,Public,2024,240,16.9
Mpumalanga,E. coli,Meropenem,Urine,Public,2022,160,14.3
Mpumalanga,E. coli,Meropenem,Urine,Public,2023,254,15.4
Mpumalanga,E. coli,Meropenem,Urine,Public,2024,185,17.1
Mpumalanga,E. coli,Meropenem,Wound,Public,2023,232,17.7
Mpumalanga,E. coli,Piperacillin-tazobactam,Blood,Public,2022,253,21.6
Mpumalanga,E. coli,Piperacillin-tazobactam,Blood,Public,2023,368,24.4
Mpumalanga,E. coli,Piperacillin-tazobactam,Blood,Public,2024,97,23.5
Mpumalanga,E. coli,Piperacillin-tazobactam,Respiratory,Public,2022,120,26.3
Mpumalanga,E. coli,Piperacillin-tazobactam,Respiratory,Public,2023,446,26.7
Mpumalanga,E. coli,Piperacillin-tazobactam,Respiratory,Public,2024,184,26.8
Mpumalanga,E. coli,Piperacillin-tazobactam,Urine,Public,2022,449,23.0
Mpumalanga,E. coli,Piperacillin-tazobactam,Urine,Public,2023,403,25.2
Mpumalanga,E. coli,Piperacillin-tazobactam,Urine,Public,2024,305,26.1
Mpumalanga,E. coli,Piperacillin-tazobactam,Wound,Public,2022,230,23.5
Mpumalanga,E. coli,Piperacillin-tazobactam,Wound,Public,2023,67,24.8
Mpumalanga,E. coli,Piperacillin-tazobactam,Wound,Public,2024,157,25.5
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2022,390,34.9
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2024,108,37.3
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2022,151,36.4
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2024,166,36.5
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2022,81,36.1
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2023,414,35.1
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2024,303,38.1
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2022,98,34.7
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2023,203,37.0
Mpumalanga,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2024,348,38.6
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2022,375,30.4
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2023,397,32.1
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2024,63,31.9
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2022,109,30.7
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2024,329,33.0
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2023,331,30.4
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2024,334,33.6
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2022,68,32.8
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2023,417,32.4
Mpumalanga,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2024,151,33.9
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2022,428,33.9
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2023,154,36.0
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2024,337,38.2
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2022,171,35.9
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2023,251,37.9
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2024,386,37.6
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2022,90,37.4
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2023,98,37.0
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2024,402,39.2
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2022,63,35.1
Mpumalanga,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2024,422,37.6
Mpumalanga,Klebsiella pneumoniae,Meropenem,Blood,Public,2022,445,22.2
Mpumalanga,Klebsiella pneumoniae,Meropenem,Blood,Public,2023,263,23.9
Mpumalanga,Klebsiella pneumoniae,Meropenem,Blood,Public,2024,213,25.2
Mpumalanga,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2022,237,24.6
Mpumalanga,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2023,283,23.6
Mpumalanga,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2024,98,25.1
Mpumalanga,Klebsiella pneumoniae,Meropenem,Urine,Public,2022,183,21.9
Mpumalanga,Klebsiella pneumoniae,Meropenem,Urine,Public,2023,259,24.1
Mpumalanga,Klebsiella pneumoniae,Meropenem,Urine,Public,2024,336,25.4
Mpumalanga,Klebsiella pneumoniae,Meropenem,Wound,Public,2022,446,22.9
Mpumalanga,Klebsiella pneumoniae,Meropenem,Wound,Public,2023,412,25.1
Mpumalanga,Klebsiella pneumoniae,Meropenem,Wound,Public,2024,316,26.1
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2022,241,30.2
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2023,263,31.2
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2024,267,31.6
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2022,88,33.1
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2024,315,33.9
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2022,184,31.8
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2023,175,34.4
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2024,101,33.3
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2022,392,32.9
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2023,107,34.2
Mpumalanga,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2024,253,34.1
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2022,186,31.5
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2023,313,33.6
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2024,160,34.2
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2022,129,35.3
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2023,368,34.3
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2022,129,32.8
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2023,262,33.3
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2024,377,34.4
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2022,228,33.0
Mpumalanga,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2024,393,36.4
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2022,254,27.2
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2023,384,29.5
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2024,259,28.9
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2022,112,29.9
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2023,241,29.5
Mpumalanga,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2024,365,32.1
